strategy,param_value,mean_jobs_completed,std_jobs_completed,mean_jobs_dropped,std_jobs_dropped,mean_jobs_arrived,std_jobs_arrived,mean_inactive_fraction,std_inactive_fraction,mean_battery,std_battery,mean_throughput,std_throughput
D4,0.39999999999999997,53.001,0.9407438546171853,36.671,7.685750386266783,89.949,7.817441972921833,0.4932055555555555,0.059563119078176116,34.61174541338328,3.5930082004577546,0.593551834338479,0.051146311406116626
S1,0.44999999999999996,46.022,0.97545681606107,43.549,7.8325984832621165,89.949,7.817441972921833,0.5622511111111109,0.053472634330302284,32.20869238200964,3.185322202672083,0.5154922262206812,0.04582562891168645
S2,0.44999999999999996,53.783,0.7509400775028591,35.984,7.701801347736774,89.949,7.817441972921833,0.5075655555555555,0.05984317487410194,35.02155738194013,3.647716244763553,0.602351296131931,0.05192720006843721
S3,0.44999999999999996,53.107,0.9118941824575919,36.725,7.526577907654979,89.949,7.817441972921833,0.5441177777777777,0.05617903000538261,32.81226962742356,3.591841972170682,0.5946223908278309,0.04972396158269083
D1,0.44999999999999996,53.79,0.7482646590612173,35.966,7.701742919625401,89.949,7.817441972921833,0.5086677777777777,0.0595554042182986,35.05019392803235,3.671435431716539,0.6024580915040537,0.05227358189230584
D2,0.44999999999999996,53.79,0.7482646590612173,35.966,7.701742919625401,89.949,7.817441972921833,0.5086677777777777,0.0595554042182986,35.05019392803235,3.671435431716539,0.6024580915040537,0.05227358189230584
D3,0.44999999999999996,52.093,1.1867396513136317,37.249,7.456205402213649,89.949,7.817441972921833,0.5012088888888888,0.05302529394101333,33.77485366000206,3.6095927994548402,0.5831195509912787,0.047767446911995505
D4,0.44999999999999996,53.95,0.7095773389842717,35.833,7.731177853341624,89.949,7.817441972921833,0.48588111111111104,0.06286264814735985,35.01840672583758,3.669731049300098,0.604284160500078,0.05275048491885503
S1,0.49999999999999994,47.915,1.3526917608975078,41.232,7.691695261774221,89.949,7.817441972921833,0.5426733333333333,0.05374527442907692,32.769924799889566,3.23325044496776,0.5365538667283756,0.04710300182259275
S2,0.49999999999999994,54.752,0.9841219436634874,34.872,7.777378478639187,89.949,7.817441972921833,0.49766666666666665,0.06354801820107336,35.71192816938804,3.745281914903308,0.6132453023053174,0.05371925289957858
S3,0.49999999999999994,53.896,0.7944708931106288,35.961,7.6382903191748355,89.949,7.817441972921833,0.5402177777777778,0.0583761491969257,33.256864833831585,3.6393054924461357,0.6035764901954003,0.05159645598501154
D1,0.49999999999999994,54.107,1.0274001167996818,35.429,7.646630565157441,89.949,7.817441972921833,0.5195866666666666,0.057353717478834575,35.64541481557377,3.688030599817569,0.6059154187905365,0.052010050974048636
D2,0.49999999999999994,54.107,1.0274001167996818,35.429,7.646630565157441,89.949,7.817441972921833,0.5195866666666666,0.057353717478834575,35.64541481557377,3.688030599817569,0.6059154187905365,0.052010050974048636
